id,name,description,meal_category,meal_parent_category
199510,Spaghetti Carbonara,mit Schinken-Sahnesauce,Spaghetti Carbonara,Pasta
373919,Pizza Pollo,"mit Tomaten, Käse, Hähnchenstreifen, Knoblauch und Zwiebeln (scharf)",Pizza Chicken,Pizza
742950,Pizza Quattro Formaggi,"mit Mozzarella, Gorgonzola, Parmesan und Gouda",Pizza Quattro Formaggi,Pizza
269663,Pizza Regina,mit Schinken und Champignons,Pizza Regina,Pizza
401609,Pizza Prosciutto,mit Vorderschinken,Pizza Prosciutto,Pizza
428845,Pasta Diavolo,"mit Jalapenos, Oliven, Artischocken, Weißwein, Zwiebeln, Tomatensauce und Knoblauch (scharf)",Pasta Diavolo,Pasta
13860,Pasta alla Chef,"Tortellini, Spaghetti, Rigatoni, Cannelloni und Lasagne mit Schinken, Champignons, Sahne, Tomaten-Rahmsauce und Käse",Pasta alla Chef,Pasta
237858,Pizza Mista,"mit Salami, Vorderschinken, Champignons, Zwiebelringen und Paprika",Pizza Mista,Pizza
368337,Pizza a la Mama Mia,"mit Sauce Hollandaise, Käse, Gyros, Zwiebeln und frischen Tomaten",Pizza Mamma Mia,Pizza
502023,Pizza Vegetaria,"mit Paprika, Zwiebeln, Broccoli, Spinat, Oliven und Champignons",Pizza Vegetaria,Pizza
729016,Pizza Texas,"mit BBQ-Sauce, Salami, Zwiebeln und eingelegten Gurken",Pizza Texas,Pizza
555570,Spaghetti Tonno,"mit frischen Champignons, Zwiebeln und Thunfisch-Rahmsauce",Spaghetti Tonno,Pasta
340607,Tortellini Hawaii,mit Schinken und Ananas in Sahnesauce,Tortellini Hawaii,Pasta
672915,Spaghetti oder Rigatoni Carbonara,"mit original Sauce von Barilla, geräuchertem Speck, goldgelbem Ei und Grana Padano (Parmesan)",Rigatoni Carbonara,Pasta
402722,Spaghetti  Napoli,mit Tomatensauce,Spaghetti Napoli,Pasta
104023,Pizza Hähnchen,"mit Hähnchenbrustfilet, Mais, Paprika und Sauce Hollandaise",Pizza Hähnchen,Pizza
736791,Pizza Spaghetti,mit Spaghetti und Bolognesesauce,Pizza Spaghetti,Pizza
321615,Pizza Chicken Curry,"mit Hähnchenbrust, Ananas, Mozzarella und Currysauce",Pizza Chicken,Pizza
3126,Pizza Quattro Formaggio,"mit Gorgonzola, Schafskäse, Mozzarella und Pizzakäse",Pizza Quattro Formaggi,Pizza
353449,Pasta mit Bolognese und Halloumi,,Pasta Bolognese,Pasta
307691,Pizza Bacon,"mit knusprigem Teig, Bacon, würzigem Hackfleisch, Mozzarella und frischen Zwiebeln",Pizza Bacon,Pizza
96996,Pizza Mexiko,"mit Tomatensauce, Käse, Paprika, Schafskäse, Hackfleisch, scharfen Peperoni, Mais und Oliven",Pizza Mexiko,Pizza
177480,Tortellini Spinaci,mit Spinat und Schinken in Sahnesauce,Tortellini Spinaci,Pasta
122840,Pizza Casa,"mit Salami, Mozzarella, Tomaten und Basilikum",Pizza Casa,Pizza
316022,Pizza Mozzarella,mit Tomaten,Pizza Mozzarella,Pizza
137747,Pizza Vegetariana,"mit Champignons, Broccoli, Zwiebeln, Spinat und Spargel",Pizza Vegetaria,Pizza
393368,Pizza 4 Jahreszeiten,"mit Salami, Schinken, Pilzen und Artischocken",Pizza Vier Jahreszeiten,Pizza
743406,Pizza Capricciosa,"mit Schinken, Thunfisch, Champignons und Krabben",Pizza Capricciosa,Pizza
211827,"Pizza mit Salami, Schinken, Champignons und Paprika",,Pizza Salami,Pizza
551920,Pizza Margherita,,Pizza Margherita,Pizza
41976,Pizza Prosciutto,"mit Tomaten, Käse und Schinken",Pizza Prosciutto,Pizza
314154,Pizza Roma,"NEU, mit Tomaten, Käse, Rucola, Mozzarella, Cocktailtomaten und Balsamico-Glacecreme",Pizza Roma,Pizza
240705,Pizza O Sole Mio,"mit Vorderschinken, Champignons, Zwiebeln, Ei und Spargel",Pizza O Sole Mio,Pizza
658838,Pizza Bologna,"mit Hackfleisch, Salami, frischen Champignons und Schinken",Pizza Bologna,Pizza
625813,Pizza Schafskäse,mit Weißkäse und frischen Tomaten,Pizza Schafskäse,Pizza
504772,Pizza Scampi,mit Krabben,Pizza Scampi,Pizza
456815,Pasta Aglio e Olio,"mit Oliven-Öl, Peperoncino und Knoblauch",Pasta Aglio e Olio,Pasta
592393,Pizza Vegetaria,"mit Blattspinat, Paprika, Champignons und Artischocken",Pizza Vegetaria,Pizza
597257,Pizza Al Capone,mit Spaghetti Bolognese,Pizza Al Capone,Pizza
134460,Spaghetti Chef,"mit Champignons, Schinken, Erbsen, Knoblauch und Tomaten - Sahnesauce",Spaghetti alle Chef,Pasta
633300,Pizza Cipolla,mit Zwiebeln,Pizza Cipolla,Pizza
521719,Pizzabrötchen mit Thunfisch,und Käse,Pizzabrötchen,Pizza
409404,Pizza Sardelle,mit Sardellen,Pizza Sardellen,Pizza
716532,Pizza Margherita,mit Mozzarella,Pizza Frutti di Mare,Pizza
99570,Spaghetti al Forno,m9it Tomaten - Sahnesauce,Spaghetti al Forno,Pasta
435394,Pasta al Forno,"mit Fleischsauce, Schinken, Erbsen und Käse überbacken",Pasta al Forno,Pasta
665462,Pizza Scampi,"mit Tomatensauce, Mozzarella, Scampi, Champignons, Sahnesauce und Knoblauch",Pizza Scampi,Pizza
55103,Pasta Tonno,"mit Thunfisch, Tomatensauce und Knoblauch",Spaghetti Tonno,Pasta
550471,Pizza Capricciosa,"mit Tomaten, Peperoniwurst, Schinken, frischen Pilzen, Paprika und Käse",Pizza Capricciosa,Pizza
106590,Pizza Mafiosi,"mit Salami, Schinken und Champignons",Pizza Mafia,Pizza
248858,Pizza Napolitana,"mit Tomaten, Käse, Schinken und Zwiebeln",Pizza Napoli,Pizza
350433,Pizza Diavolo,"mit Salami, Zwiebeln und Peperoni (scharf)",Pizza Diavolo,Pizza
74308,Pizza Marinara,"mit Krabben, Thunfisch, Sardellen und Zwiebeln",Pizza Marinara,Pizza
416069,"Pizza mit Sardellen, Oliven und Kapern",,Pizza Sardellen,Pizza
709490,Pizza Margherita,mit Knoblauch,Pizza Margherita,Pizza
627353,Pizza Marinara,"mit Meeresfrüchten, Zwiebeln und Knoblauch",Pizza Marinara,Pizza
610820,Pizza Broccoli,mit Broccoli,Pizza Broccoli,Pizza
620635,Pizza Gamberetti,mit Krabben und Zwiebeln,Pizza Gamberetti,Pizza
433603,Pizza Torino,"mit Thunfisch, gekochtem Ei, Lachs und milden Peperoni",Pizza Torino,Pizza
69545,Tortellini Panna,mit Schinken und Sahnesauce,Tortellini alla Panna,Pasta
206158,"Pizza mit Champignons, Zwiebeln und Peperoni",,Pizza Funghi,Pizza
32361,Pizza Spinat,"mit Spinat, Ei und Käse",Pizza Spinaci,Pizza
360270,Pizza Salvatore,"mit Salami, Schinken, Champignons und Artischocken",Pizza Salvatore,Pizza
340835,Pizza Quattro Stagioni,"mit Salami, Schinken, Eischeiben und frischen Champignons",Pizza Quattro Stagioni,Pizza
621446,Pizza Caprese,"mit Mozzarella, Tomatenscheiben und frischem Basilikum",Pizza Caprese,Pizza
545317,Pizza Mista,"mit Thunfisch, Schinken, frischen Champignons und Salami",Pizza Mista,Pizza
492165,Pizza Alaska,mit Lachs und Spinat,Pizza Alaska,Pizza
36881,Gnocchi Pomodoro,mit Tomaten und Erbsen,Gnocchi al Pomodoro,Pasta
736198,Pizza Italia,"mit Thunfisch, Spinat, Krabben und Knoblauch",Pizza Italia,Pizza
548668,Pizza Chef,"mit Tomaten, Käse, Spinat, Broccoli, Knoblauch, Mozzarella und Ei",Pizza Chef,Pizza
90918,"Pizza mit Salami, Schinken und Champignons",,Pizza Salami,Pizza
744795,Pizza Salami,mit Salami,Pizza Salami,Pizza
230130,Pizza mit Schinken und Spargel,,Pizza Prosciutto,Pizza
61609,Pizza Salami,"mit Tomaten, Käse und Salami",Pizza Salami,Pizza
441370,Mittags-Pizza Vier Käse,"mit Feta-Käse, Gouda, Gorgonzola und Mozzarella",Pizza Quattro Formaggi,Pizza
639014,Pizza Salami,,Pizza Salami,Pizza
250432,Pizza Parma,"mit Parmaschinken, Mozzarella, Rucola, Creme Balsamico und Parmesan",Pizza Parma,Pizza
734122,Pizza Margherita,,Pizza Margherita,Pizza
333713,Gnocchi Gorgonzola,"mit Gorgonzola, Knoblauch und Sahnesauce",Gnocchi Gorgonzola,Pasta
88904,Pasta Mista,gemischte Nudelsorten nach Art des Hauses,Pasta Mista,Pasta
452822,Pizza Salami,mit Salami,Pizza Salami,Pizza
640106,Pizza Mozzarella,"mit Tomatensauce, Mozzarella, frischen Champignons und Tomaten",Pizza Mozzarella,Pizza
182692,Mittagsangebot - Pizza Prosciutto e Salami,mit Schinken und Salami,Pizza Prosciutto,Pizza
90038,Pizza Calzone Tonno,"mit Thunfisch, Zwiebeln, Ei, Champignons und milden Peperoni",Pizza Calzone,Pizza
496619,"Pizza Mexicana, scharf",mit Chili con Carne und Sauce Hollandaise,Pizza Mexicana,Pizza
362851,Rigatoni Lachs,"Rigatoni mit Sahnesauce, Zwiebeln, knackigem Eisbergsalat und mit mildem Räucherlachs verfeinert",Rigatoni Salmone,Pasta
504811,Pizza Rucola,"mit frischen Tomaten, Mozzarella und Rucola",Pizza Rucola,Pizza
462952,Pasta,,Pasta,Pasta
421403,Pasta Quattro Formaggi,"mit 4 verschiedenen Käsesorten, in Sahnesauce",Pasta Quattro Formaggi,Pasta
341648,Pizza Broccoli,"mit Tomatensauce, Käse, Schinken, Pilzen und Broccoli",Pizza Broccoli,Pizza
380904,Tortellini Gorgonzola e Tonno,"fleischgefüllte Nudeln mit Gorgonzola, Thunfisch und Sahnesauce",Tortellini Gorgonzola,Pasta
283610,Pizza Don Camillo,"mit Schinken, Spinat, Oliven, Peperoni und Knoblauch",Pizza Don Camillo,Pizza
592309,Pizza Funghi,,Pizza Funghi,Pizza
334298,Pizza Spezial,"mit Hähnchen, Broccoli und Spinat",Pizza Spezial,Pizza
587000,Pizza Roma,mit frischer Paprika und frischen Champignons,Pizza Roma,Pizza
577381,Penne Bolognese,in Tomatensauce mit Hackfleisch,Penne Bolognese,Pasta
310125,Kinderpizza mit Champignons,,Pizza Funghi,Pizza
279328,Rigatoni Quattro Formaggi,mit 4 verschiedenen Käsesorten und Sahne,Rigatoni Quattro Formaggi,Pasta
291712,Spaghetti Frutti di Mare,"mit Tomatensauce, Meeresfrüchten und Käse",Spaghetti Frutti di Mare,Pasta
669623,Pizza Hollandaise,mit Schinken und Broccoli,Pizza Hollandaise,Pizza
112480,Pizza Milano,mit Schinken und Champignons,Pizza Milano,Pizza
416356,Pizza Smokehouse Chicken,"mit Hähnchenbruststreifen und roten Zwiebeln, auf einer köstlichen Barbecuesauce",Pizza Chicken,Pizza
298132,Gefüllte Pizzabrötchen mit Thunfisch,,Pizzabrötchen,Pizza
623345,Pizza Margherita,,Pizza Margherita,Pizza
565426,Pizza Enzo,mit Salami und Champignons,Pizza Enzo,Pizza
577029,Spaghetti Carbonara,"Spaghetti mit Schinken,Sahne,Ei und Parmesankäse",Spaghetti Carbonara,Pasta
467552,Pizza Italia,"mit Sardellen, Zwiebeln, Knoblauch, Oliven und Salami",Pizza Italia,Pizza
509029,Pizza Vier Jahreszeiten,"mit Kräuter-Sahnesauce, Käse, Schinken, Salami, Champignons und Artischocken",Pizza Vier Jahreszeiten,Pizza
616344,Pizza Hawaii,mit Schinken und Ananas,Pizza Hawaii,Pizza
593223,Pizza Gorgonzola,,Pizza Gorgonzola,Pizza
283384,Pizza Florida,"mit Putenfleisch, Zwiebeln und Tomaten",Pizza Florida,Pizza
508039,Pizza Döner,"mit Dönerfleisch, Zwiebeln, Peperoni und Oliven",Pizza Döner,Pizza
443990,Pizza Pute,"mit Pute, Mais und Champignons",Pizza Chicken,Pizza
503024,Pizza Broccoli,mit Broccoli und Knoblauch,Pizza Broccoli,Pizza
685868,Pizza Margherita,,Pizza Margherita,Pizza
721851,Tagliatelle Quattro Formaggi,mit 4 Käsesorten und Sahne,Tagliatelle Quattro Formaggi,Pasta
472955,Combinazione,"mit Cannelloni, Lasagne und Tortellini",Combinazione,Pasta
368042,Pizza Scampi,"mit Spinat, Krabben und Knoblauch",Pizza Scampi,Pizza
88016,Pizza Pollo,mit Hähnchenfleisch und Zwiebeln,Pizza Chicken,Pizza
268131,Pizza Calzone,"mit Tomaten, Käse, Schinken, Champignons und Artischocken",Pizza Calzone,Pizza
164693,Pizza Tonno-Cipolla,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
429081,Pizza Sardellen,mit Sardellen und Zwiebeln,Pizza Sardellen,Pizza
83373,Pizza Salami,mit Salami,Pizza Salami,Pizza
678160,Pizza Texas,mit leckerem Kochschinken und herzhaftem Gouda überbacken,Pizza Texas,Pizza
340647,Pizza Shrimps,mit Zwiebeln und Knoblauch,Pizza Shrimps,Pizza
83387,Pizza Marinara,mit Meeresfrüchten und Knoblauch,Pizza Marinara,Pizza
658278,Pizza Capricciosa,"mit Tomatensauce, Käse, Schinken, Champignons und Artischocken",Pizza Capricciosa,Pizza
304013,Pizza Schinken und Thunfisch,,Pizza Tonno,Pizza
199942,Tortellini Napoli,mit Tomatensauce,Tortellini Napoli,Pasta
284498,Pizza Tonno,"mit Paprika, Zwiebeln und Thunfisch",Pizza Tonno,Pizza
315257,Pizza Bolognese,mit Sauce aus Rindergehacktem,Pizza Bolognese,Pizza
680336,Pizza Frutti di Mare,mit Meeresfrüchten und Knoblauch,Pizza Frutti di Mare,Pizza
633065,Pizza Rustica,"mit Tomaten, Käse, Salami, Champignons, Speckwürfel und Knoblauch",Pizza Rustica,Pizza
71052,Pizza Calzone,gefüllte Überraschung,Pizza Calzone,Pizza
391220,Pizza Popeye,"mit Tomatensauce, Käse, Gorgonzola, Tomaten, Spinat, Pute und Zwiebeln",Pizza Popeye,Pizza
589945,Pizza Quattro Formaggi,mit 4 Käsesorten,Pizza Quattro Formaggi,Pizza
372342,Pizza Italia,"mit Artischocken, Formvorderschinken, Sardellen und Oliven",Pizza Italia,Pizza
41160,Pizza Milano,mit Salami und Thunfisch,Pizza Milano,Pizza
279975,Pasta Marinara,mit Meeresfrüchten und Tomaten-Sahnesauce,Pasta Marinara,Pasta
616824,Tortellini,"mit Schinken, Tomaten-Sahnesauce und Käse überbacken",Tortellini,Pasta
139783,Aktionspreis 2- Canneloni,"1 Canneloni, 1 kleine Mista Salat, 1x 0,5 l Getränk nach Wahl und 1 Tartufo",Cannelloni,Pasta
508743,Pizza Prosciutto,mit Schinken,Pizza Prosciutto,Pizza
280279,Penne 4 Formaggi,mit 4 Käsesorten,Penne Quattro Formaggi,Pasta
292845,Spaghetti Frutti Di Mare,Spaghetti mit Meeresfrüchten und Tomatensoße,Spaghetti Frutti di Mare,Pasta
389751,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
694569,Pizza Diavolo,"mit Tomaten, Käse, Salami, Peperoni, Sardellen und Kapern",Pizza Diavolo,Pizza
191183,Pizza Diavolo,mit frischer Paprika und Peperoni,Pizza Diavolo,Pizza
594200,Pizza Funghi,mit Champignons,Pizza Funghi,Pizza
699453,Pizza Napoli,mit Sardellenfilets und Oliven,Pizza Napoli,Pizza
252182,Pizza Bolognese,"mit Fleischsauce, Champignons, Paprika, Zwiebeln und Broccoli",Pizza Bolognese,Pizza
520494,Pizza Funghi,mit Champignons,Pizza Funghi,Pizza
623982,Pizza Spaghetti,"mit Schinken, Pilzen und Spaghetti Bolognese, mit Käse überbacken",Pizza Spaghetti,Pizza
301638,Tortellini alla Panna,gefüllte Teigtaschen mit gekochtem Vorderschinken und Sahnesauce,Tortellini alla Panna,Pasta
125373,Pizza Mafia,"mit Salami, Schinken, Champignons, Zwiebeln, Peperoni und Knoblauch",Pizza Mafia,Pizza
477973,Pizza Salami Champignons,,Pizza Capricciosa,Pizza
271574,Pasta Gorgonzola,"mit Sahnesauce, Gorgonzola und Schinken",Spaghetti Gorgonzola,Pasta
307171,Rigatoni Gorgonzola,mit Gorgonzola und Sahnesauce,Rigatoni Gorgonzola,Pasta
467369,Spaghetti Carbonara,"mit Sahnesauce, Schinken und Ei",Spaghetti Carbonara,Pasta
683573,Pizzabrötchen mit Schinken,Salami und Gouda,Pizzabrötchen,Pizza
628656,Pizza Texas,"mit Tomatensauce, gebratener Hühnerbrust, Mozzarella, Rucola und Käse",Pizza Texas,Pizza
330189,Spaghetti Frutti di Mare,mit Tomatensauce und Meeresfrüchten,Spaghetti Frutti di Mare,Pasta
15306,Pizza Pirata - normal (26cm),mit Rindfleischsauce,Pizza Pirata,Pizza
434394,Pizza Verdura,"mit Tomatensauce, Käse, frischer Paprika, frischen Zucchini, frischen Auberginen und frischem Brokkoli",Pizza Verdura,Pizza
707552,Pizza Carciofi,"mit Tomatensauce, Käse und Artischocken",Pizza Carciofi,Pizza
41969,Gnocchi Funghi,mit Tomaten-Champignonsauce,Gnocchi Funghi,Pasta
153035,Pizza Vesuvio,"mit Zwiebeln, Speck, Schinken und Ei",Pizza Vesuvio,Pizza
177649,Pizza Spinaci,mit Spinat und Knoblauch,Pizza Spinaci,Pizza
688510,Pizza Margherita,mit Käse,Pizza Margherita,Pizza
94256,Pasta Carbonara,"mit Speck, Ei und Sahnesauce",Spaghetti Carbonara,Pasta
252906,"Pizza mit Schinken, Broccoli und Mozzarella",,Pizza Prosciutto,Pizza
24553,Pizza Hawaii,mit Schinken und Ananas,Pizza Hawaii,Pizza
495384,Spaghetti oder Rigatoni Carbonara,"mit original Sauce von Barilla, geräuchertem Speck, goldgelbem Ei und Grana Padano (Parmesan)",Rigatoni Carbonara,Pasta
684517,Tortellini Bolognese,mit frischen Tomaten und Hackfleisch,Tortellini Bolognese,Pasta
254634,Pizza Vier Jahreszeiten,"mit Salami, Schinken, Champignons, Paprika und Ei",Pizza Vier Jahreszeiten,Pizza
494501,Pizza Venezia,mit Schinken und Salami,Pizza Venezia,Pizza
58186,Tagliatelle Bolognese,mit Hackfleisch und Tomatensauce,Tagliatelle Bolognese,Pasta
282257,Pizza Vulcano,"mit Tomatensauce, Käse, Paprika, Salami, Knoblauch und Peperoni (scharf)",Pizza Vulcano,Pizza
220967,Rigatoni Speziale,"mit Schinken, Champignons, Erbsen und Sahne in Tomatensauce",Rigatoni Speziale,Pasta
548621,Pizza Calzone,"Pizzatasche gefüllt mit Paprika, Putenschinken, Peperoniwurst und Rindersalami",Pizza Calzone,Pizza
52262,Pizza Pirata,mit Thunfisch und Zwiebeln,Pizza Pirata,Pizza
7230,Pizza Hawaii,mit Ananas und Schinken,Pizza Hawaii,Pizza
430533,Pizza Caprese,"mit Tomaten,Mozzarella-Bällchen, Mozzarella und Tomatensauce",Pizza Caprese,Pizza
503346,"Pizza mit Schinken, Tomatenscheiben, Zwiebeln und Schafskäse",,Pizza Salami,Pizza
415651,Pizza Quattro Stagioni,"mit Artischocken, Hinterschinken, Salami und Champignons",Pizza Quattro Stagioni,Pizza
298845,Pizza Scampi,"mit Tomaten, Käse, Knoblauch und Scampis",Pizza Scampi,Pizza
357925,Pasta Gamberetti,"mit frischen Tomaten, Shrimps und Knoblauch",Pasta Gamberetti,Pasta
733961,Pasta Mista,mit Bolognese-Sahnesauce und Käse überbacken,Pasta Mista,Pasta
716582,Pizza Hawaii,mit saftigem Hinterschinken & fruchtigen Ananasstücken,Pizza Hawaii,Pizza
327699,Pizza Bolognese,"mit leckeren Hackfleischbällchen, knackiger Paprika, gehackten Zwiebeln und doppelt Käse",Pizza Bolognese,Pizza
37934,Pizza Bolognese,mit Rindfleischsauce,Pizza Bolognese,Pizza
382212,Tortellini Panna,"mit Sahnesauce, Parmesan, Schinken und Salbei",Tortellini alla Panna,Pasta
86956,Tortellini,"mit Champignons-Sahnesoße, Schinken und Käse überbacken",Tortellini,Pasta
432895,Pizza India,"Grundpizza mit Currychicken, Blattspinat, Knoblauch und Creme fraiche",Pizza India,Pizza
505033,Maccaroni al Forno,mit Fleischsauce,Maccheroni al Forno,Pasta
209683,Pizza Romana,"mit Thunfisch, Zwiebeln und Paprika",Pizza Roma,Pizza
278773,Pasta della Casa,"mit Schinken, Champignons und Sahnesauce",Pasta della Casa,Pasta
376594,Gefüllte Pizzabrötchen mit Spinat,,Pizzabrötchen,Pizza
579634,Pizza Broccoli,"mit Broccoli, Knoblauch und Pilzen",Pizza Broccoli,Pizza
98405,Gnocchi Panna,mit Schinken-Sahnesoße,Gnocchi alla Panna,Pasta
548678,Spaghetti Gorgonzola,"mit Formfleischschinken, Sahnesauce und Gorgonzola",Spaghetti Gorgonzola,Pasta
420681,Pizza Chicken Curry,"mit Hähnchenbruststreifen, Ananas und Currysauce",Pizza Chicken,Pizza
639735,Pizza Chicago,"mit Hackfleisch, Peperoni, Speck und Zwiebeln",Pizza Chicago,Pizza
626563,Pizza Mista,"mit Salami, Schinken und Champignons",Pizza Mista,Pizza
737042,Pizza Shrimps,"mit Shrimps, Knoblauch, Kapern und Mozzarella",Pizza Shrimps,Pizza
509060,Pizza Hawaii,"mit Tomatensauce, Thunfisch, Zwiebeln und Käse",Pizza Hawaii,Pizza
239767,Pizza Prosciutto,"mit Tomatensauce, Käse und Schinken",Pizza Prosciutto,Pizza
371775,Pizza Salami,mit Salami,Pizza Salami,Pizza
156346,Pizza Speciale,"mit Salami, Schinken, Champignons, Artischocken und Spargel",Pizza Spezial,Pizza
9785,Pasta Chef,"mit Vorderschinken, Zwiebeln, Parmesan und Sahnesauce, mit Käse überbacken ",Pasta alla Chef,Pasta
328617,Penne al Forno,Makkaroni mit Schinken in Champignonsauce und Käse überbacken,Penne al Forno,Pasta
22170,Pizzabrötchen mit Thunfisch,und Käse gefüllt,Pizzabrötchen,Pizza
583941,Pizza Salami,,Pizza Salami,Pizza
539418,Pizza Angelo,"mit frischen Tomaten, frischer Paprika, Peperoni, Zwiebeln, Hackfleisch und Käse",Pizza Angelo,Pizza
432525,Pizza Spinaci,mit Spinat und Gorgonzolakäse,Pizza Spinaci,Pizza
123481,Pizza Milano,"mit Tomaten, Käse, Salami und Paprika",Pizza Milano,Pizza
554216,Pizza Diavolo,"mit Salami, Schinken, Champignons und Peperoni",Pizza Diavolo,Pizza
571993,Pizza Caprese,Pizzabrot mit Rucola und Mozzarella,Pizza Caprese,Pizza
61780,Pizza Frutti di mare,mit Meeresfrüchten und Knoblauch,Pizza Frutti di Mare,Pizza
587755,Pizza Paprika,"mit Tomatensauce, Käse und Paprika",Pizza Paprika,Pizza
168137,Spaghetti Bolognese,mit Bolognesesauce,Spaghetti Bolognese,Pasta
213534,Rigatoni Napoli,mit Tomatensauce und Sahne,Rigatoni Napoli,Pasta
558912,Pizza Don Camillo,"mit Schinken, Pilzen, Ei, Paprika, Spargel, Salami, milden Peperoni, Zwiebeln und Mozzarella",Pizza Don Camillo,Pizza
636776,Pizza Hawaii,mit Schinken und Ananas,Pizza Hawaii,Pizza
149091,Pizza Ananas,"mit Hackfleisch, Ananas und Zwiebeln",Pizza Ananas,Pizza
454234,Pizza Primavera,"mit Schinken, Salami, Champignons, Thunfisch und Zwiebeln",Pizza Primavera,Pizza
667705,Pizza Regina,mit Schinken und frischen Champignons,Pizza Regina,Pizza
618452,Pizza Cipolla,mit Zwiebeln,Pizza Cipolla,Pizza
639061,Pizza Broccoli,Mit Broccoli,Pizza Broccoli,Pizza
281451,Gnocchi Bolognese,mit Hackfleischsauce,Gnocchi Bolognese,Pasta
286505,Familientag- 2 Pizza Calabrese 32cm,"mit Tomaten, Mozzarella, frischen Champignons, Salami, Schafskäse, Peperoni und Rucola",Pizza Calabrese,Pizza
697423,Pizza Rustica,"mit Schinken, Pilzen und Zwiebeln",Pizza Rustica,Pizza
181319,Pizza Tonno,"mit Tomatensauce, Käse, Thunfisch und Zwiebeln",Pizza Tonno,Pizza
309986,Pasta Chicken,"mit Hähnchenbruststreifen, Broccoli und cremiger Sahnesauce",Pasta Pollo,Pasta
349831,Pizza Thunfisch,,Pizza Tonno,Pizza
226143,Pizza Quattro Stagioni,"mit Salami, Schinken, Champignons und Artischocken",Pizza Quattro Stagioni,Pizza
629618,Pizza Salami,mit Rindersalami,Pizza Salami,Pizza
650040,Türkische Pizza,"mit Thunfisch, Zwiebeln, Champignons und Peperoni",Türkische Pizza,Pizza
22888,Pizza Spinat,"mit Spinat, Zwiebeln und Ei",Pizza Spinaci,Pizza
37036,Gefüllte Pizzabrötchen mit Käse,,Pizzabrötchen,Pizza
613221,Pasta Gamberetti,"mit Krabben, Broccoli und Sahnesauce",Pasta Gamberetti,Pasta
385313,Pizza Margherita,,Pizza Margherita,Pizza
479567,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
526882,Pizza Milano,"mit Artischocken, Salami, Truthahnschinken, Paprika und Oliven",Pizza Milano,Pizza
321876,Pizza Sucuk,"mit Sucuk, milden oder scharfen Peperoni, Zwiebeln und Tomaten",Pizza Sucuk,Pizza
501801,Pizza Broccoli,mit Broccoli und Knoblauch,Pizza Broccoli,Pizza
720725,Pizza Mexicana,"mit Hackfleisch, Kidneybohnen, Mais, Zwiebeln und Paprika",Pizza Mexicana,Pizza
499794,Tagliatelle Gorgonzola,mit Gorgonzola und Sahnesauce,Tagliatelle Gorgonzola,Pasta
304132,Pizza Tonno,mit Thunfisch,Pizza Tonno,Pizza
147680,Gnocchi Vegetaria,mit Spinat in Tomatensauce,Gnocchi Vegetaria,Pasta
507140,Pizza Calabrese,"mit Tomaten, Mozzarella und scharfer Salami",Pizza Calabrese,Pizza
630197,Pizza Prosciutto,mit Vorderschinken,Pizza Prosciutto,Pizza
496604,Pizza Hawaii,mit Hinterschinken und Ananas,Pizza Hawaii,Pizza
394883,Spaghetti Bolognese,mit Hackfleischsauce,Spaghetti Bolognese,Pasta
464519,Pasta Broccoli,Broccoli in Gorgonzola-Sahnesauce,Pasta Broccoli,Pasta
686465,Pizza Vulcano,"mit Thunfisch, Peperoni und frischem Knoblauch",Pizza Vulcano,Pizza
487035,Pizza Prosciutto,mit Vorderschinken,Pizza Prosciutto,Pizza
163323,Pizza Spinaci,mit Spinat und Gorgonzola,Pizza Spinaci,Pizza
557788,Pizza Pane,mit Mozzarella und Tomatensauce,Pizza Pane,Pizza
145086,Pizza Broccoli,"mit Broccoli, Schinken, Paprika und Pilzen",Pizza Broccoli,Pizza
132435,Pizza Quattro Formaggi,"mit Mozzarella, Gorgonzola, Schafskäse und Edamer",Pizza Quattro Formaggi,Pizza
562748,Pizza Capricciosa,"mit Schinken, Champignons, Artischocken und Oliven",Pizza Capricciosa,Pizza
672578,Calzone mit Thunfisch,und Zwiebeln,Pizza Calzone,Pizza
276251,Gnocchi alla Napoli,mit Tomaten-Sahnesauce,Gnocchi Napoli,Pasta
411381,Pizza Vegetariana,"mit Artischocken, frischen Champignons und Paprika",Pizza Vegetaria,Pizza
565266,Pizza Verdemare,"mit Meeresfrüchten, Thunfisch und Knoblauch",Pizza Verdemare,Pizza
501551,Gnocchi Bolognese,mit Tomatenfleischsauce,Gnocchi Bolognese,Pasta
74955,Pizza Hawaii,mit Schinken und Ananas,Pizza Hawaii,Pizza
290617,Tortellini Spinaci,"mit Spinat, Sahnesauce und Knoblauch",Tortellini Spinaci,Pasta
26366,Spaghetti Napoli,mit feiner Tomatensauce und Basilikum,Spaghetti Napoli,Pasta
710060,Pizza Calzone,"mit Salami, Schinken, Champignons, Paprika und Zwiebeln",Pizza Calzone,Pizza
309534,Pizza Bolognese,mit Sauce Bolognese,Pizza Bolognese,Pizza
533674,Pizza Salami Schinken Champignons,mit Tomatensauce und Käse,Pizza Salami Schinken Champignons,Pizza
321414,Pasta Tris dello Chef,"Tortellini, Lasagne und Spaghetti mit Bolognese und Käse überbacken",Tris di Pasta,Pasta
